"Indikatorens navn";"Fylke nummer";"Fylke navn";"Verdsatte naturtype";"Regnskapsperiode";"Areal verdsatte naturtyper gått tapt (dekar)";"Usikkerhet for areal i regnskapsperiode"
"ENCACC_002";"34";"Innlandet";"Lågurtedellauvskog";"2018-2024";2.71;"Yellow"
"ENCACC_002";"34";"Innlandet";"Lågurtfuruskog";"2018-2024";12.21;"Yellow"
"ENCACC_002";"34";"Innlandet";"Middels kalkrik innsjø (Klar intermediær innsjø)";"2018-2024";0.04;"Yellow"
"ENCACC_002";"34";"Innlandet";"Mudderbank";"2018-2024";0.08;"Yellow"
"ENCACC_002";"34";"Innlandet";"Naturbeitemark";"2018-2024";81.45;"Yellow"
"ENCACC_002";"34";"Innlandet";"Rik gransumpskog";"2018-2024";1.43;"Yellow"
"ENCACC_002";"34";"Innlandet";"Rik kulturlandskapssjø";"2018-2024";0.62;"Yellow"
"ENCACC_002";"34";"Innlandet";"Rik sandfuruskog";"2018-2024";0.76;"Yellow"
"ENCACC_002";"34";"Innlandet";"Rikmyr";"2018-2024";1.41;"Yellow"
"ENCACC_002";"34";"Innlandet";"Sandfuruskog";"2018-2024";0.79;"Yellow"
"ENCACC_002";"34";"Innlandet";"Semi-naturlig eng";"2018-2024";17.96;"Yellow"
"ENCACC_002";"34";"Innlandet";"Slåttemark";"2018-2024";9.76;"Yellow"
"ENCACC_002";"34";"Innlandet";"Slåttemyr";"2018-2024";0.14;"Yellow"
"ENCACC_002";"34";"Innlandet";"Småbiotoper";"2018-2024";0.59;"Yellow"
"ENCACC_002";"34";"Innlandet";"Store gamle trær";"2018-2024";0.05;"Yellow"
"ENCACC_002";"34";"Innlandet";"Svært tørkeutsatt sørlig kalkberg";"2018-2024";0.03;"Yellow"
"ENCACC_002";"34";"Innlandet";"Tørkeutsatt kalkgranskog";"2018-2024";1.67;"Yellow"
"ENCACC_002";"34";"Innlandet";"Viktig bekkedrag";"2018-2024";0.48;"Orange"
"ENCACC_002";"34";"Innlandet";"Åpen flomfastmark";"2018-2024";2.64;"Yellow"
"ENCACC_002";"34";"Innlandet";"Åpen flommark";"2018-2024";0.04;"Yellow"
"ENCACC_002";"34";"Innlandet";"Åpen grunnlendt kalkrik mark i sørboreal sone";"2018-2024";0.03;"Yellow"
"ENCACC_002";"34";"Innlandet";"Åpen kalkmark";"2018-2024";0.17;"Yellow"
"ENCACC_002";"39";"Vestfold";"Dam";"2018-2024";0.22;"Orange"
"ENCACC_002";"39";"Vestfold";"Eng-aktig sterkt endret fastmark";"2018-2024";0.06;"Yellow"
"ENCACC_002";"39";"Vestfold";"Flomskogsmark";"2018-2024";0.15;"Yellow"
"ENCACC_002";"39";"Vestfold";"Frisk lågurtbøkeskog";"2018-2024";3.46;"Yellow"
"ENCACC_002";"39";"Vestfold";"Frisk lågurtedellauvskog";"2018-2024";15.17;"Yellow"
"ENCACC_002";"39";"Vestfold";"Frisk lågurtfuruskog";"2018-2024";0.16;"Yellow"
"ENCACC_002";"39";"Vestfold";"Frisk rik edellauvskog";"2018-2024";4.16;"Yellow"
"ENCACC_002";"39";"Vestfold";"Gammel fattig edellauvskog";"2018-2024";11.31;"Yellow"
"ENCACC_002";"39";"Vestfold";"Gammel furuskog med gamle trær";"2018-2024";2.65;"Yellow"
"ENCACC_002";"39";"Vestfold";"Gammel furuskog med liggende død ved";"2018-2024";0;"Yellow"
"ENCACC_002";"39";"Vestfold";"Gammel furuskog med stående død ved";"2018-2024";0.17;"Yellow"
"ENCACC_002";"39";"Vestfold";"Gammel granskog med liggende død ved";"2018-2024";0.06;"Yellow"
"ENCACC_002";"39";"Vestfold";"Gammel høgstaudegråorskog";"2018-2024";0.19;"Yellow"
"ENCACC_002";"39";"Vestfold";"Gammel lågurtospeskog";"2018-2024";3.18;"Yellow"
"ENCACC_002";"39";"Vestfold";"Hagemark";"2018-2024";11.98;"Yellow"
"ENCACC_002";"39";"Vestfold";"Hule eiker";"2018-2024";33.41;"Yellow"
"ENCACC_002";"39";"Vestfold";"Høgstaude-edellauvskog";"2018-2024";3.6;"Yellow"
"ENCACC_002";"39";"Vestfold";"Kalkbarskog";"2018-2024";3.38;"Yellow"
"ENCACC_002";"39";"Vestfold";"Kalkedellauvskog";"2018-2024";0.83;"Yellow"
"ENCACC_002";"39";"Vestfold";"Kalkfuruskog";"2018-2024";0.64;"Yellow"
"ENCACC_002";"39";"Vestfold";"Kalklindeskog";"2018-2024";1.19;"Yellow"
"ENCACC_002";"39";"Vestfold";"Kilde-edellauvskog";"2018-2024";1.35;"Yellow"
"ENCACC_002";"39";"Vestfold";"Lågurtalm-lind-hasselskog";"2018-2024";0.56;"Yellow"
"ENCACC_002";"39";"Vestfold";"Lågurtbøkeskog";"2018-2024";16.62;"Yellow"
"ENCACC_002";"39";"Vestfold";"Lågurtedellauvskog";"2018-2024";10.67;"Yellow"
"ENCACC_002";"39";"Vestfold";"Lågurteikeskog";"2018-2024";15.54;"Yellow"
"ENCACC_002";"39";"Vestfold";"Lågurtfuruskog";"2018-2024";2.12;"Yellow"
"ENCACC_002";"39";"Vestfold";"Naturbeitemark";"2018-2024";7.9;"Yellow"
"ENCACC_002";"39";"Vestfold";"Parklandskap";"2018-2024";0.1;"Yellow"
"ENCACC_002";"39";"Vestfold";"Rik edellauvskog";"2018-2024";0.81;"Yellow"
"ENCACC_002";"39";"Vestfold";"Rik sump- og kildeskog";"2018-2024";0.5;"Yellow"
"ENCACC_002";"39";"Vestfold";"Rik svartorstrandskog";"2018-2024";0.09;"Yellow"
"ENCACC_002";"39";"Vestfold";"Rik svartorsumpskog";"2018-2024";0.81;"Yellow"
"ENCACC_002";"39";"Vestfold";"Saltpåvirket svartorstrandskog";"2018-2024";0.69;"Yellow"
"ENCACC_002";"39";"Vestfold";"Sanddynemark";"2018-2024";1.04;"Yellow"
"ENCACC_002";"39";"Vestfold";"Semi-naturlig eng";"2018-2024";1.66;"Yellow"
"ENCACC_002";"39";"Vestfold";"Semi-naturlig strandeng";"2018-2024";0.08;"Yellow"
"ENCACC_002";"39";"Vestfold";"Slåttemark";"2018-2024";2.01;"Yellow"
"ENCACC_002";"39";"Vestfold";"Store gamle trær";"2018-2024";7.84;"Yellow"
"ENCACC_002";"39";"Vestfold";"Strandeng";"2018-2024";0.28;"Yellow"
"ENCACC_002";"39";"Vestfold";"Strandeng og strandsump";"2018-2024";0.26;"Yellow"
"ENCACC_002";"39";"Vestfold";"Svært tørkeutsatt sørlig kalkberg";"2018-2024";0.01;"Yellow"
"ENCACC_002";"39";"Vestfold";"Sørlig etablert sanddynemark";"2018-2024";0.03;"Yellow"
"ENCACC_002";"39";"Vestfold";"Viktig bekkedrag";"2018-2024";4.01;"Yellow"
"ENCACC_002";"39";"Vestfold";"Åpen grunnlendt kalkmark i boreonemoral sone";"2018-2024";0.05;"Yellow"
"ENCACC_002";"40";"Telemark";"Boreal hei";"2018-2024";4.82;"Yellow"
"ENCACC_002";"40";"Telemark";"Deltaområde";"2018-2024";0.01;"Yellow"
"ENCACC_002";"40";"Telemark";"Eng-aktig sterkt endret fastmark";"2018-2024";5.77;"Yellow"
"ENCACC_002";"40";"Telemark";"Flommarksskog";"2018-2024";12.27;"Yellow"
"ENCACC_002";"40";"Telemark";"Flomskogsmark";"2018-2024";1.43;"Yellow"
"ENCACC_002";"40";"Telemark";"Frisk lågurtedellauvskog";"2018-2024";9.94;"Yellow"
"ENCACC_002";"40";"Telemark";"Gammel fattig edellauvskog";"2018-2024";3.55;"Yellow"
"ENCACC_002";"40";"Telemark";"Gammel furuskog";"2018-2024";0.03;"Yellow"
"ENCACC_002";"40";"Telemark";"Gammel furuskog med gamle trær";"2018-2024";12.7;"Yellow"
"ENCACC_002";"40";"Telemark";"Gammel grandominert naturskog";"2018-2024";0.08;"Yellow"
"ENCACC_002";"40";"Telemark";"Gammel granskog med gamle trær";"2018-2024";6.53;"Yellow"
"ENCACC_002";"40";"Telemark";"Gammel lavlandsblandingsskog";"2018-2024";8.93;"Yellow"
"ENCACC_002";"40";"Telemark";"Gammel lågurtgranskog";"2018-2024";0.1;"Yellow"
"ENCACC_002";"40";"Telemark";"Hagemark";"2018-2024";2.11;"Yellow"
"ENCACC_002";"40";"Telemark";"Hule eiker";"2018-2024";19.87;"Yellow"
"ENCACC_002";"40";"Telemark";"Kalk- og lågurtfuruskog";"2018-2024";4.3;"Yellow"
"ENCACC_002";"40";"Telemark";"Kalkbarskog";"2018-2024";17.25;"Yellow"
"ENCACC_002";"40";"Telemark";"Kalkbjørkeskog";"2018-2024";1.42;"Yellow"
"ENCACC_002";"40";"Telemark";"Kalkedellauvskog";"2018-2024";30.4;"Yellow"
"ENCACC_002";"40";"Telemark";"Kalkfattig og intermediær fjellhei, leside og tundra";"2018-2024";4.37;"Yellow"
"ENCACC_002";"40";"Telemark";"Kalkfuruskog";"2018-2024";2.36;"Yellow"
"ENCACC_002";"40";"Telemark";"Kalkhasselskog";"2018-2024";5.15;"Yellow"
"ENCACC_002";"40";"Telemark";"Kalklindeskog";"2018-2024";2.4;"Yellow"
"ENCACC_002";"40";"Telemark";"Kalkrik helofyttsump";"2018-2024";0.03;"Yellow"
"ENCACC_002";"40";"Telemark";"Kalkskog";"2018-2024";2.77;"Yellow"
"ENCACC_002";"40";"Telemark";"Lågurtalm-lind-hasselskog";"2018-2024";0.57;"Yellow"
"ENCACC_002";"40";"Telemark";"Lågurtedellauvskog";"2018-2024";6.75;"Yellow"
"ENCACC_002";"40";"Telemark";"Lågurteikeskog";"2018-2024";5.69;"Yellow"
"ENCACC_002";"40";"Telemark";"Lågurtfuruskog";"2018-2024";16.43;"Yellow"
"ENCACC_002";"40";"Telemark";"Middels kalkrik innsjø (Klar intermediær innsjø)";"2018-2024";0.35;"Yellow"
"ENCACC_002";"40";"Telemark";"Nakent tørkeutsatt kalkberg";"2018-2024";0.01;"Yellow"
"ENCACC_002";"40";"Telemark";"Naturbeitemark";"2018-2024";21.55;"Yellow"
"ENCACC_002";"40";"Telemark";"Parklandskap";"2018-2024";1.51;"Yellow"
"ENCACC_002";"40";"Telemark";"Ravinedal";"2018-2024";0.37;"Yellow"
"ENCACC_002";"40";"Telemark";"Rik berglendt mark";"2018-2024";0.51;"Yellow"
"ENCACC_002";"40";"Telemark";"Rik blandingsskog i lavlandet";"2018-2024";3.2;"Yellow"
"ENCACC_002";"40";"Telemark";"Rik edellauvskog";"2018-2024";17.55;"Yellow"
"ENCACC_002";"40";"Telemark";"Rik sandfuruskog";"2018-2024";2.36;"Yellow"
"ENCACC_002";"40";"Telemark";"Semi-naturlig eng";"2018-2024";0.61;"Yellow"
"ENCACC_002";"40";"Telemark";"Semi-naturlig strandeng";"2018-2024";0.02;"Yellow"
"ENCACC_002";"40";"Telemark";"Slåttemark";"2018-2024";2.29;"Yellow"
"ENCACC_002";"40";"Telemark";"Store gamle trær";"2018-2024";21.28;"Yellow"
"ENCACC_002";"40";"Telemark";"Svært tørkeutsatt sørlig kalkberg";"2018-2024";3.92;"Yellow"
"ENCACC_002";"40";"Telemark";"Tørkeutsatt kalkgranskog";"2018-2024";2.71;"Yellow"
"ENCACC_002";"40";"Telemark";"Viktig bekkedrag";"2018-2024";0.49;"Yellow"
"ENCACC_002";"40";"Telemark";"Åpen grunnlendt kalkmark i boreonemoral sone";"2018-2024";1.17;"Yellow"
"ENCACC_002";"40";"Telemark";"Åpen kalkmark";"2018-2024";0.91;"Yellow"
"ENCACC_002";"42";"Agder";"Boreal hei";"2018-2024";6.4;"Yellow"
"ENCACC_002";"42";"Agder";"Eng-aktig sterkt endret fastmark";"2018-2024";0.47;"Yellow"
"ENCACC_002";"42";"Agder";"Evjer, bukter og viker";"2018-2024";0.28;"Yellow"
"ENCACC_002";"42";"Agder";"Flomskogsmark";"2018-2024";0.49;"Yellow"
"ENCACC_002";"42";"Agder";"Frisk lågurtedellauvskog";"2018-2024";2.26;"Yellow"
"ENCACC_002";"42";"Agder";"Frisk rik edellauvskog";"2018-2024";2.88;"Yellow"
"ENCACC_002";"42";"Agder";"Gammel fattig edellauvskog";"2018-2024";47.98;"Yellow"
"ENCACC_002";"42";"Agder";"Gammel fattig sumpskog";"2018-2024";3.22;"Yellow"
"ENCACC_002";"42";"Agder";"Gammel furudominert naturskog";"2018-2024";4.62;"Yellow"
"ENCACC_002";"42";"Agder";"Gammel furuskog med gamle trær";"2018-2024";14.62;"Yellow"
"ENCACC_002";"42";"Agder";"Gammel furuskog med liggende død ved";"2018-2024";0.14;"Yellow"
"ENCACC_002";"42";"Agder";"Hagemark";"2018-2024";0.8;"Yellow"
"ENCACC_002";"42";"Agder";"Hule eiker";"2018-2024";17.24;"Yellow"
"ENCACC_002";"42";"Agder";"Høgstaude-edellauvskog";"2018-2024";0.04;"Yellow"
"ENCACC_002";"42";"Agder";"Kalkrik alm-lind-hasselskog";"2018-2024";0.16;"Yellow"
"ENCACC_002";"42";"Agder";"Kilde-edellauvskog";"2018-2024";0.13;"Yellow"
"ENCACC_002";"42";"Agder";"Kystlynghei";"2018-2024";62.18;"Yellow"
"ENCACC_002";"42";"Agder";"Lågurtalm-lind-hasselskog";"2018-2024";1.78;"Yellow"
"ENCACC_002";"42";"Agder";"Lågurtedellauvskog";"2018-2024";1.76;"Yellow"
"ENCACC_002";"42";"Agder";"Lågurteikeskog";"2018-2024";16.43;"Yellow"
"ENCACC_002";"42";"Agder";"Lågurtfuruskog";"2018-2024";9.86;"Yellow"
"ENCACC_002";"42";"Agder";"Mudderbank";"2018-2024";0;"Yellow"
"ENCACC_002";"42";"Agder";"Naturbeitemark";"2018-2024";13.64;"Yellow"
"ENCACC_002";"42";"Agder";"Parklandskap";"2018-2024";5.13;"Yellow"
"ENCACC_002";"42";"Agder";"Rik edellauvskog";"2018-2024";31.27;"Yellow"
"ENCACC_002";"42";"Agder";"Rik sump- og kildeskog";"2018-2024";0.16;"Yellow"
"ENCACC_002";"42";"Agder";"Rik svartorstrandskog";"2018-2024";0.15;"Yellow"
"ENCACC_002";"42";"Agder";"Rik svartorsumpskog";"2018-2024";4.93;"Yellow"
"ENCACC_002";"42";"Agder";"Saltpåvirket svartorstrandskog";"2018-2024";0.07;"Yellow"
"ENCACC_002";"42";"Agder";"Sanddynemark";"2018-2024";2.43;"Yellow"
"ENCACC_002";"42";"Agder";"Semi-naturlig eng";"2018-2024";7.26;"Yellow"
"ENCACC_002";"42";"Agder";"Semi-naturlig strandeng";"2018-2024";0.05;"Yellow"
"ENCACC_002";"42";"Agder";"Slåttemark";"2018-2024";6.17;"Yellow"
"ENCACC_002";"42";"Agder";"Store gamle trær";"2018-2024";2.21;"Yellow"
"ENCACC_002";"42";"Agder";"Strandeng";"2018-2024";0.93;"Yellow"
"ENCACC_002";"42";"Agder";"Strandeng og strandsump";"2018-2024";0.42;"Yellow"
"ENCACC_002";"42";"Agder";"Viktig bekkedrag";"2018-2024";0.68;"Yellow"
"ENCACC_002";"46";"Vestland";"Boreal hei";"2018-2024";33.71;"Yellow"
"ENCACC_002";"46";"Vestland";"Boreonemoral regnskog";"2018-2024";0.53;"Yellow"
"ENCACC_002";"46";"Vestland";"Elveslette";"2018-2024";0.17;"Yellow"
"ENCACC_002";"46";"Vestland";"Eng-aktig sterkt endret fastmark";"2018-2024";2.39;"Yellow"
"ENCACC_002";"46";"Vestland";"Flomskogsmark";"2018-2024";2.61;"Yellow"
"ENCACC_002";"46";"Vestland";"Fosseberg";"2018-2024";2.45;"Orange"
"ENCACC_002";"46";"Vestland";"Frisk lågurtedellauvskog";"2018-2024";2.39;"Yellow"
"ENCACC_002";"46";"Vestland";"Frisk lågurtfuruskog";"2018-2024";0.04;"Yellow"
"ENCACC_002";"46";"Vestland";"Gammel barskog";"2018-2024";3.33;"Yellow"
"ENCACC_002";"46";"Vestland";"Gammel fattig edellauvskog";"2018-2024";2.74;"Yellow"
"ENCACC_002";"46";"Vestland";"Gammel høgstaudegråorskog";"2018-2024";0.58;"Yellow"
"ENCACC_002";"46";"Vestland";"Gammel lågurtospeskog";"2018-2024";0.31;"Yellow"
"ENCACC_002";"46";"Vestland";"Gammel lågurtselje-rogneskog";"2018-2024";0;"Yellow"
"ENCACC_002";"46";"Vestland";"Hagemark";"2018-2024";8.75;"Yellow"
"ENCACC_002";"46";"Vestland";"Hule eiker";"2018-2024";3.24;"Yellow"
"ENCACC_002";"46";"Vestland";"Høgstaude-edellauvskog";"2018-2024";0.09;"Yellow"
"ENCACC_002";"46";"Vestland";"Høstingsskog";"2018-2024";1.51;"Yellow"
"ENCACC_002";"46";"Vestland";"Kalkfattig og intermediær fjellhei, leside og tundra";"2018-2024";15.21;"Yellow"
"ENCACC_002";"46";"Vestland";"Kystlynghei";"2018-2024";570.41;"Yellow"
"ENCACC_002";"46";"Vestland";"Lågurtalm-lind-hasselskog";"2018-2024";7.09;"Yellow"
"ENCACC_002";"46";"Vestland";"Lågurtedellauvskog";"2018-2024";0.75;"Yellow"
"ENCACC_002";"46";"Vestland";"Lågurteikeskog";"2018-2024";1.61;"Yellow"
"ENCACC_002";"46";"Vestland";"Lågurtfuruskog";"2018-2024";0.01;"Yellow"
"ENCACC_002";"46";"Vestland";"Naturbeitemark";"2018-2024";72.11;"Yellow"
"ENCACC_002";"46";"Vestland";"Nordvendte kystberg og blokkmark";"2018-2024";0.19;"Yellow"
"ENCACC_002";"46";"Vestland";"Oseanisk nedbørsmyr";"2018-2024";1.36;"Yellow"
"ENCACC_002";"46";"Vestland";"Regnskog";"2018-2024";0.05;"Yellow"
"ENCACC_002";"46";"Vestland";"Rik blandingsskog i lavlandet";"2018-2024";0;"Yellow"
"ENCACC_002";"46";"Vestland";"Rik edellauvskog";"2018-2024";25.18;"Yellow"
"ENCACC_002";"46";"Vestland";"Rik svartorsumpskog";"2018-2024";0.66;"Yellow"
"ENCACC_002";"46";"Vestland";"Rik åpen sørlig jordvannsmyr";"2018-2024";0.03;"Yellow"
"ENCACC_002";"46";"Vestland";"Semi-naturlig eng";"2018-2024";7.72;"Yellow"
"ENCACC_002";"46";"Vestland";"Semi-naturlig myr";"2018-2024";1.17;"Yellow"
"ENCACC_002";"46";"Vestland";"Semi-naturlig strandeng";"2018-2024";0;"Yellow"
"ENCACC_002";"46";"Vestland";"Slåttemark";"2018-2024";8.25;"Yellow"
"ENCACC_002";"46";"Vestland";"Store gamle trær";"2018-2024";1.19;"Yellow"
"ENCACC_002";"46";"Vestland";"Strandeng";"2018-2024";0.33;"Yellow"
"ENCACC_002";"46";"Vestland";"Strandeng og strandsump";"2018-2024";0.61;"Yellow"
"ENCACC_002";"46";"Vestland";"Terrengdekkende myr";"2018-2024";0.02;"Yellow"
"ENCACC_002";"46";"Vestland";"Åpen flomfastmark";"2018-2024";0.74;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Bekkekløft og bergvegg";"2018-2024";0.19;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Boreal hei";"2018-2024";32.81;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Boreal regnskog";"2018-2024";0.02;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Eksentrisk høymyr";"2018-2024";0.71;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Eng-aktig sterkt endret fastmark";"2018-2024";1.42;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Flommarksskog";"2018-2024";0;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Flomskogsmark";"2018-2024";4.66;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Fossepåvirket berg";"2018-2024";0.01;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Frisk lågurtedellauvskog";"2018-2024";0.12;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Frisk rik edellauvskog";"2018-2024";0.89;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Gammel barskog";"2018-2024";4.18;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Gammel furuskog";"2018-2024";0.82;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Gammel furuskog med gamle trær";"2018-2024";1.16;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Gammel furuskog med stående død ved";"2018-2024";0.59;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Gammel granskog med liggende død ved";"2018-2024";2.75;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Gammel høgstaudegråorskog";"2018-2024";6.28;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Gammel lågurtospeskog";"2018-2024";5.27;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Hagemark";"2018-2024";15.74;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Hule eiker";"2018-2024";0.14;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Høgstaude-edellauvskog";"2018-2024";0.02;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Kalk- og lågurtfuruskog";"2018-2024";1.13;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Kalkfattig og intermediær fjellhei, leside og tundra";"2018-2024";0.27;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Kalkfattig og klar bekk eller elv";"2018-2024";0.13;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Kalkfuruskog";"2018-2024";4.6;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Kalkrik fjellhei, leside og tundra";"2018-2024";0.24;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Kalkrik helofyttsump";"2018-2024";0.06;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Kalkskog";"2018-2024";0.11;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Kroksjøer, flomdammer og meandrerende elveparti";"2018-2024";4.28;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Kystlynghei";"2018-2024";218.2;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Leirskredgrop";"2018-2024";1.17;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Lågurtfuruskog";"2018-2024";5.6;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Nakent tørkeutsatt kalkberg";"2018-2024";1.58;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Naturbeitemark";"2018-2024";67.75;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Ravinedal";"2018-2024";29.49;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Regnskog";"2018-2024";2.08;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Rik gransumpskog";"2018-2024";0.94;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Rik åpen sørlig jordvannsmyr";"2018-2024";2.6;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Rikmyr";"2018-2024";2.14;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Semi-naturlig eng";"2018-2024";21.25;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Semi-naturlig strandeng";"2018-2024";0.93;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Slåttemark";"2018-2024";0.08;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Slåttemyr";"2018-2024";0.92;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Store gamle trær";"2018-2024";0.05;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Strandeng";"2018-2024";1.8;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Sørlig nedbørsmyr";"2018-2024";0;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Sørvendte berg og rasmarker";"2018-2024";2.88;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Tørkeutsatt kalkgranskog";"2018-2024";0.9;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Åpen flomfastmark";"2018-2024";0.43;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Åpen flommark";"2018-2024";8.51;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Åpen grunnlendt kalkrik mark i sørboreal sone";"2018-2024";0.01;"Yellow"
"ENCACC_002";"50";"Trøndelag - Trööndelage";"Øyblandingsmyr";"2018-2024";0.45;"Yellow"
"ENCACC_002";"55";"Troms – Romsa – Tromssa";"Boreal hei";"2018-2024";16.23;"Yellow"
"ENCACC_002";"55";"Troms – Romsa – Tromssa";"Brakkvannsdelta";"2018-2024";3.45;"Orange"
"ENCACC_002";"55";"Troms – Romsa – Tromssa";"Eng-aktig sterkt endret fastmark";"2018-2024";1.42;"Yellow"
"ENCACC_002";"55";"Troms – Romsa – Tromssa";"Flomskogsmark";"2018-2024";2.18;"Yellow"
"ENCACC_002";"55";"Troms – Romsa – Tromssa";"Gammel høgstaudegråorskog";"2018-2024";0.07;"Yellow"
"ENCACC_002";"55";"Troms – Romsa – Tromssa";"Gammel lågurtselje-rogneskog";"2018-2024";0.19;"Yellow"
"ENCACC_002";"55";"Troms – Romsa – Tromssa";"Hagemark";"2018-2024";1.19;"Yellow"
"ENCACC_002";"55";"Troms – Romsa – Tromssa";"Høgereligende og nordlig nedbørsmyr";"2018-2024";27.78;"Yellow"
"ENCACC_002";"55";"Troms – Romsa – Tromssa";"Kalkbjørkeskog";"2018-2024";0.22;"Yellow"
"ENCACC_002";"55";"Troms – Romsa – Tromssa";"Kalkfattig og intermediær fjellhei, leside og tundra";"2018-2024";0.06;"Yellow"
"ENCACC_002";"55";"Troms – Romsa – Tromssa";"Lågurtfuruskog";"2018-2024";1;"Yellow"
"ENCACC_002";"55";"Troms – Romsa – Tromssa";"Naturbeitemark";"2018-2024";19.64;"Yellow"
"ENCACC_002";"55";"Troms – Romsa – Tromssa";"Rik gråorsumpskog";"2018-2024";1;"Yellow"
"ENCACC_002";"55";"Troms – Romsa – Tromssa";"Rik åpen jordvannsmyr i mellomboreal sone";"2018-2024";0.35;"Yellow"
"ENCACC_002";"55";"Troms – Romsa – Tromssa";"Sanddynemark";"2018-2024";0.23;"Yellow"
"ENCACC_002";"55";"Troms – Romsa – Tromssa";"Semi-naturlig myr";"2018-2024";0;"Yellow"
"ENCACC_002";"55";"Troms – Romsa – Tromssa";"Slåtte- og beitemyr";"2018-2024";0.09;"Yellow"
"ENCACC_002";"55";"Troms – Romsa – Tromssa";"Slåttemyr";"2018-2024";0.78;"Yellow"
"ENCACC_002";"55";"Troms – Romsa – Tromssa";"Strandeng";"2018-2024";0.18;"Yellow"
"ENCACC_002";"56";"Finnmark – Finnmárku – Finmarkku";"Aktiv skredmark";"2018-2024";0.44;"Yellow"
"ENCACC_002";"56";"Finnmark – Finnmárku – Finmarkku";"Boreal hei";"2018-2024";0.06;"Yellow"
"ENCACC_002";"56";"Finnmark – Finnmárku – Finmarkku";"Brakkvannsdelta";"2018-2024";0.07;"Yellow"
"ENCACC_002";"56";"Finnmark – Finnmárku – Finmarkku";"Eng-aktig sterkt endret fastmark";"2018-2024";1.19;"Yellow"
"ENCACC_002";"56";"Finnmark – Finnmárku – Finmarkku";"Flomskogsmark";"2018-2024";30.34;"Yellow"
"ENCACC_002";"56";"Finnmark – Finnmárku – Finmarkku";"Gammel barskog";"2018-2024";9.72;"Orange"
"ENCACC_002";"56";"Finnmark – Finnmárku – Finmarkku";"Gammel furudominert naturskog";"2018-2024";5.33;"Yellow"
